Statement Parser 2 Failure Analysis [host = bheema, date = 2018-10-16]
Summary
Total Attempts - 25850
SP2 failure - 1229 times
When SP2 failed - SP1 succeeded 311 times, failed 829 times, unknown status (timed out?) 89 times
Nature of SP2 failure - Total: 1229, Unidentified: 901, Unimplemented: 0, Parser Failure: 319, Itemizer Failure: 0, Tabula Failure: 2, Internal Error: 1, Others: 6
Details
Data dir & files	Declared inst_id	SP2 Failure	SP1 Result
60543676 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543976 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544086 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544146 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544436 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544956 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60550396 Duplicate	23	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60405277 Image Statement	2	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60419877 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60422237 Image Statement Password	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60422687 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60423857 Image Statement Password	72	SP2 Parser failure	SP1 succeeded
60425557 Duplicate	20	Unidentified	SP1 succeeded
60426767 Duplicate	11	Unidentified	SP1 possibly timed out
60427647 Duplicate	11	Unidentified	SP1 possibly timed out
60427657 Image Statement	4	SP2 Parser failure	SP1 succeeded
60427817 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60429137 Image Statement	178	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60432577 Duplicate	154	SP2 Parser failure	SP1 succeeded
60433467 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60433607 Image Statement	31	Unidentified	SP1 possibly timed out
60433717 Duplicate	31	Unidentified	SP1 possibly timed out
60435427 Image Statement	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60435637 Image Statement	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60437207 Image Statement Password	2	SP2 Parser failure	SP1 succeeded
60437457 Image Statement Password	9	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60440427 Image Statement	244	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60442657 Image Statement	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order - reverseSort, lastXnDate[2018-10-02] and currXnDate[2018-10-01]
60442757 Duplicate	191	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60442927 Image Statement Password	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60450697 Duplicate	24	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-09-24] currXnDate[2018-09-20] nextXnDate[2018-09-20]
60451477 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60451567 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60451597 Duplicate	16	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60452587 Image Statement Password	9	SP2 Parser failure	SP1 succeeded
60452627 Duplicate	9	SP2 Parser failure	SP1 succeeded
60452997 Image Statement Password	31	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60454337 Image Statement Password	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60455787 Duplicate	172	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60457347 Duplicate	20	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS There are no transactions in this statement.
60458047 Duplicate	11	Unidentified	SP1 possibly timed out
60458107 Image Statement Password	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60458477 Image Statement	45	Unidentified	SP1 succeeded
60459547 Duplicate	23	Unidentified	SP1 succeeded
60459607 Duplicate	20	Unidentified	SP1 succeeded
60459717 Duplicate	9	SP2 Parser failure	SP1 succeeded
60460027 Image Statement	234	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60460927 Duplicate	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60462347 Image Statement	31	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60462967 Image Statement Password	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60464997 Image Statement Password	9	SP2 Parser failure	SP1 succeeded
60465607 Duplicate	8	SP2 Parser failure	SP1 succeeded
60467847 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60468007 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60471427 Duplicate	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60473837 Image Statement	244	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60474477 Duplicate	90	Unidentified	SP1 succeeded
60475437 Image Statement	42	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60476007 Image Statement	57	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Withdrawal length not found
60478747 Image Statement	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60479417 Duplicate	44	Unidentified	SP1 possibly timed out
60480537 Duplicate	44	Unidentified	SP1 possibly timed out
60482657 Image Statement	9	Unidentified	SP1 possibly timed out
60483187 Duplicate	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60486697 Statement	44	Unidentified	SP1 possibly timed out
60486827 Duplicate	9	Unidentified	SP1 succeeded
60487077 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60488117 Image Statement	4	SP2 Parser failure	SP1 succeeded
60489637 Duplicate	4	SP2 Parser failure	SP1 succeeded
60489757 Duplicate	4	SP2 Parser failure	SP1 succeeded
60489777 Duplicate	4	SP2 Parser failure	SP1 succeeded
60493037 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60493817 Image Statement	81	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order - reverseSort, lastXnDate[2018-06-30] and currXnDate[2018-06-29]
60496187 Image Statement	6	SP2 Parser failure	SP1 succeeded
60496607 Image Statement Password	30	Unidentified	SP1 possibly timed out
60497067 Duplicate	30	Unidentified	SP1 possibly timed out
60497297 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60498197 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60503417 Duplicate	30	Unidentified	SP1 possibly timed out
60504557 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60505607 Duplicate	4	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60506167 Duplicate	4	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60507197 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60508947 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Invalid xn 2018-07-61,\N,.Int.Coll.01-0 j" \, 3 86\,595.00 90\,79\,839.50or i i \, 30130500000003:Int.Coll:01-07-2018 to 31-07-2018,50000.00,-9129839.5
60509337 Image Statement	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60509877 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60510247 Image Statement Password	12	Unidentified	SP1 succeeded
60511197 Image Statement	10	Unidentified	SP1 succeeded
60513687 Image Statement	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60513857 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60514907 Image Statement Password	140	Unidentified	SP1 succeeded
60515287 Image Statement	15	SP2 Parser failure	SP1 succeeded
60515727 Duplicate	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60515777 Duplicate	44	SP2 Parser failure	SP1 succeeded
60515877 Duplicate	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60515977 Image Statement	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60516117 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60516937 Duplicate	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60517347 Image Statement Password	41	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-09-01] currXnDate[2018-08-31] nextXnDate[2018-09-03]
60518017 Image Statement	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60519267 Image Statement	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60520877 Image Statement	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60521857 Image Statement	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60522057 Image Statement Password	9	SP2 Parser failure	SP1 succeeded
60523347 Image Statement	25	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60524907 Image Statement	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60525467 Image Statement	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60526537 Image Statement Password	10	Unidentified	SP1 succeeded
60528047 Duplicate	24	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60528507 Image Statement	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60528967 Image Statement	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60529017 Image Statement	30	Unidentified	SP1 possibly timed out
60529827 Duplicate	24	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60530847 Duplicate	24	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60532997 Duplicate	50	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date gap more than 10 days, date [2020-04-01] dateGap [533] for xn [2020-04-01,\N,18 B/F... 31.35SALARY A/C REAL TIME HR,0.00,18537.00]
60533967 Duplicate	12	Unidentified	SP1 succeeded
60534947 Duplicate	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60536827 Duplicate	17	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60537337 Image Statement	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60537967 Duplicate	43	SP2 Parser failure	SP1 possibly timed out
60540717 Image Statement	35	SP2 Parser failure	SP1 succeeded
60540777 Statement	43	Unidentified	SP1 succeeded
60541657 Image Statement	11	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60541947 Image Statement	25	Unidentified	SP1 succeeded
60541987 Duplicate	43	Unidentified	SP1 possibly timed out
60541997 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60543127 Duplicate	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60543317 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543717 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543837 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543847 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543877 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543957 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544167 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544257 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60545527 Image Statement Password	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60547537 Statement Password	26	SP2 Parser failure	SP1 succeeded
60550967 Duplicate	22	Unidentified	SP1 succeeded
60395078 Statement	32	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60397358 Image Statement Password	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60407608 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60412708 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60413928 Image Statement	9	SP2 Parser failure	SP1 succeeded
60415908 Duplicate	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60418668 Statement	174	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60423768 Image Statement	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Invalid xn 2018-04-07,2,NEFTOut/UTBIN18097081234/AVON TRADERS/BARB0CENPOI,-90006,-1467726
60424148 Duplicate	20	Unidentified	SP1 succeeded
60424748 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60427498 Image Statement	103	Unidentified	SP1 succeeded
60427508 Image Statement	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60427778 Duplicate	20	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS There are no transactions in this statement.
60427968 Duplicate	15	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-07-31] currXnDate[2018-07-27] nextXnDate[2018-07-26]
60434388 Duplicate	8	Unidentified	SP1 succeeded
60435298 Image Statement	251	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60435718 Duplicate	76	Unidentified	SP1 succeeded
60438438 Image Statement	28	Unidentified	SP1 succeeded
60440118 Duplicate	11	Unidentified	SP1 possibly timed out
60442158 Image Statement	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60442428 Image Statement Password	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60442978 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60445808 Duplicate	20	Unidentified	SP1 succeeded
60446198 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60447518 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60447738 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60449088 Image Statement	12	SP2 Parser failure	SP1 succeeded
60450468 Image Statement	29	Unidentified	SP1 succeeded
60451788 Duplicate	43	SP2 Parser failure	SP1 possibly timed out
60453718 Image Statement	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60453878 Duplicate	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60453968 Image Statement	23	Unidentified	SP1 succeeded
60454188 Duplicate	23	Unidentified	SP1 succeeded
60456188 Image Statement	16	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60456888 Duplicate	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60462628 Duplicate	2	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60465188 Duplicate	44	Unidentified	SP1 possibly timed out
60468458 Image Statement	15	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60469428 Image Statement	50	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60469878 Duplicate	51	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60472108 Duplicate	9	SP2 Parser failure	SP1 succeeded
60472548 Image Statement	9	SP2 Parser failure	SP1 succeeded
60475468 Image Statement	42	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60475588 Image Statement	42	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60477618 Image Statement Password	23	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60478278 Image Statement	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60479468 Image Statement	14	Unidentified	SP1 succeeded
60481398 Image Statement	44	Unidentified	SP1 succeeded
60482648 Duplicate	44	Unidentified	SP1 possibly timed out
60483788 Image Statement	31	Unidentified	SP1 possibly timed out
60486438 Duplicate	20	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60486878 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60486938 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60487048 Duplicate	12	SP2 Parser failure	SP1 succeeded
60488288 Duplicate	10	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60488348 Image Statement	4	SP2 Parser failure	SP1 succeeded
60488438 Image Statement	4	SP2 Parser failure	SP1 succeeded
60489308 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60489718 Duplicate	4	SP2 Parser failure	SP1 succeeded
60490018 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60490228 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60496068 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60496598 Image Statement Password	30	Unidentified	SP1 possibly timed out
60496608 Image Statement Password	30	Unidentified	SP1 succeeded
60496928 Duplicate	8	Unidentified	SP1 succeeded
60497658 Duplicate	12	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60498428 Duplicate	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60501778 Duplicate	35	SP2 Parser failure	SP1 succeeded
60503148 Image Statement	41	Unidentified	SP1 succeeded
60503678 Duplicate	41	Unidentified	SP1 succeeded
60505648 Image Statement Password	12	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60507918 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60515298 Image Statement Password	2	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60516128 Duplicate	16	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60518208 Image Statement	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60518268 Image Statement	45	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60518708 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60518848 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60519998 Duplicate	248	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60520408 Image Statement Password	2	Unidentified	SP1 succeeded
60520738 Duplicate	9	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60520778 Duplicate	4	SP2 Parser failure	SP1 succeeded
60525288 Image Statement	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date gap for 2018-01-05 compared to 20180216 is 42 days and more than 30 days, cannot patch date
60525528 Image Statement Password	12	Unidentified	SP1 succeeded
60526058 Image Statement Password	2	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60526528 Duplicate	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60527578 Duplicate	15	SP2 Parser failure	SP1 succeeded
60528278 Duplicate	24	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60529678 Duplicate	30	Unidentified	SP1 possibly timed out
60530438 Image Statement	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60534978 Image Statement	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60537288 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60537418 Duplicate	43	SP2 Parser failure	SP1 possibly timed out
60537678 Duplicate	50	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date gap more than 10 days, date [2020-04-01] dateGap [533] for xn [2020-04-01,\N,18 B/F... 31.35SALARY A/C REAL TIME HR,0.00,18537.00]
60537998 Image Statement	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60540778 Duplicate	43	Unidentified	SP1 succeeded
60541498 Duplicate	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60541668 Duplicate	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60541738 Duplicate	35	SP2 Parser failure	SP1 succeeded
60542238 Duplicate	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60543518 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544258 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60544278 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60545658 Image Statement	2	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60546208 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60546218 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60546248 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60547238 Image Statement Password	158	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60548168 Duplicate	11	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60548328 Image Statement	268	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60549408 Duplicate	268	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_INST This institution is not supported yet.
60551888 Image Statement	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60395079 Duplicate	32	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60415969 Duplicate	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60418669 Statement	174	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60419679 Image Statement	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60419989 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60420159 Image Statement	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60420179 Image Statement	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60421969 Image Statement Password	77	SP2 Parser failure	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60423349 Image Statement	15	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-07-31] currXnDate[2018-07-27] nextXnDate[2018-07-26]
60424759 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60425459 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60426319 Image Statement	154	SP2 Parser failure	SP1 succeeded
60426369 Image Statement Password	4	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS There are no transactions in this statement.
60429499 Duplicate	11	SP2 Parser failure	SP1 succeeded
60429809 Duplicate	178	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60430129 Image Statement	11	SP2 Parser failure	SP1 succeeded
60431429 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60432879 Image Statement	43	SP2 Parser failure	SP1 possibly timed out
60433539 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60433599 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60435569 Image Statement	76	Unidentified	SP1 succeeded
60435619 Image Statement	76	Unidentified	SP1 succeeded
60439219 Duplicate	11	Unidentified	SP1 possibly timed out
60439569 Duplicate	11	Unidentified	SP1 possibly timed out
60441889 Duplicate	191	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60442989 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60446199 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60448799 Statement	26	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement could not be identified by SP2.
60450479 Image Statement	24	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-09-24] currXnDate[2018-09-20] nextXnDate[2018-09-20]
60450599 Statement	14	Unidentified	SP1 succeeded
60450899 Image Statement	23	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60450979 Image Statement	12	SP2 Parser failure	SP1 succeeded
60451419 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60454609 Duplicate	9	SP2 Parser failure	SP1 succeeded
60455249 Image Statement	172	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60459659 Image Statement	81	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60461919 Duplicate	20	SP2 Parser failure	SP1 succeeded
